st_abb,st_code,ym,tmin,tmax,tavg,ppt
TN,47,198602,0.57,11.797,6.183,112.142
TX,48,198602,4.076,18.881,11.479,39.421
UT,49,198602,-3.967,7.523,1.778,52.686
VA,51,198602,-1.545,7.659,3.057,75.181
VT,50,198602,-15.78,-3.156,-9.468,56.159
WA,53,198602,-3.542,4.537,0.497,152.685
WI,55,198602,-14.625,-3.712,-9.169,32.918
WV,54,198602,-3.039,6.029,1.495,109.355
WY,56,198602,-10.076,1.041,-4.518,61.348
AL,1,198603,4.86,20.386,12.623,111.753
AR,5,198603,4.218,19.587,11.903,64.813
AZ,4,198603,4.264,20.006,12.135,43.094
CA,6,198603,4.996,17.955,11.475,121.916
CO,8,198603,-3.673,12.649,4.488,26.855
CT,9,198603,-2.977,8.826,2.925,80.709
DE,10,198603,0.947,12.87,6.908,37.211
FL,12,198603,10.912,23.76,17.336,105.453
GA,13,198603,5.909,20.509,13.209,80.203
IA,19,198603,-2.329,9.556,3.613,51.621
ID,16,198603,-2.462,10.181,3.86,59.774
IL,17,198603,-0.339,11.735,5.698,37.79
IN,18,198603,-0.799,11.129,5.165,67.146
KS,20,198603,1.084,17.365,9.225,22.944
KY,21,198603,0.676,14.913,7.795,66.736
LA,22,198603,7.652,22.038,14.845,61.1
MA,25,198603,-3.609,8.14,2.266,91.364
MD,24,198603,0.241,12.519,6.38,40.193
ME,23,198603,-9.337,2.998,-3.17,87.73
MI,26,198603,-5.908,5.615,-0.146,51.675
MN,27,198603,-7.188,4.125,-1.532,23.086
MO,29,198603,1.054,15.511,8.283,40.699
MS,28,198603,5.13,20.713,12.922,90.077
MT,30,198603,-2.263,10.549,4.143,23.533
NC,37,198603,2.516,16.786,9.651,67.372
ND,38,198603,-4.392,7.386,1.497,5.507
NE,31,198603,-1.234,13.508,6.137,37.289
NH,33,198603,-6.524,5.42,-0.552,105.03
NJ,34,198603,-0.938,11.308,5.185,50.232
NM,35,198603,-0.063,17.362,8.649,15.635
NV,32,198603,0.059,14.349,7.204,33.555
NY,36,198603,-4.796,6.296,0.75,74.596
OH,39,198603,-1.778,10.089,4.156,58.646
OK,40,198603,4.701,19.553,12.127,36.261
OR,41,198603,0.435,12.578,6.506,83.574
PA,42,198603,-3.341,8.821,2.74,65.158
RI,44,198603,-1.949,9.017,3.534,83.586
SC,45,198603,4.924,19.683,12.304,79.868
SD,46,198603,-2.48,9.622,3.571,28.701
TN,47,198603,1.677,16.538,9.107,69.808
TX,48,198603,6.734,23.489,15.111,13.608
UT,49,198603,-0.448,13.648,6.6,40.148
VA,51,198603,0.154,14.123,7.138,43.346
VT,50,198603,-7.34,4.439,-1.45,100.713
WA,53,198603,0.961,11.006,5.983,96.16
WI,55,198603,-6.21,5.305,-0.452,45.579
WV,54,198603,-2.271,11.683,4.706,61.872
WY,56,198603,-3.956,10.27,3.157,26.185
AL,1,198604,8.459,25.468,16.963,17.562
AR,5,198604,10.618,23.674,17.146,163.345
AZ,4,198604,6.241,22.666,14.453,9.81
CA,6,198604,4.958,19.358,12.158,24.117
CO,8,198604,-0.995,14.124,6.564,62.845
CT,9,198604,3.406,15.467,9.436,47.731
DE,10,198604,6.018,17.279,11.649,57.056
FL,12,198604,11.963,27.584,19.774,14.381
GA,13,198604,9.219,26.123,17.671,15.111
IA,19,198604,4.334,17.398,10.866,114.361
ID,16,198604,-2.061,10.808,4.374,61.252
IL,17,198604,6.189,20.245,13.217,44.127
IN,18,198604,5.251,19.257,12.254,56.13
KS,20,198604,5.851,21.512,13.681,67.485
KY,21,198604,6.79,22.137,14.463,35.472
LA,22,198604,13.406,25.527,19.466,77.792
MA,25,198604,2.928,14.316,8.622,47.391
MD,24,198604,5.985,17.845,11.915,62.239
ME,23,198604,0.203,12.196,6.199,69.135
MI,26,198604,2.166,14.446,8.306,51.078
MN,27,198604,1.336,13.086,7.211,115.454
MO,29,198604,7.45,21.348,14.399,86.969
MS,28,198604,10.124,25.348,17.736,49.327
MT,30,198604,-2.12,10.955,4.417,42.812
NC,37,198604,7.904,23.694,15.799,23.762
ND,38,198604,-1.042,10.911,4.934,77.854
NE,31,198604,2.001,16.842,9.421,90.278
NH,33,198604,1.155,14.14,7.647,51.083
NJ,34,198604,4.37,16.27,10.32,130.58
NM,35,198604,3.596,21.089,12.343,15.796
NV,32,198604,0.51,15.142,7.826,29.255
NY,36,198604,2.149,14.172,8.161,65.023
OH,39,198604,4.706,18.583,11.645,55.392
OK,40,198604,10.069,23.208,16.639,95.944
OR,41,198604,-0.77,12.576,5.903,53.871
PA,42,198604,3.107,15.679,9.393,88.891
RI,44,198604,4.251,14.196,9.224,45.444
SC,45,198604,9.118,26.098,17.608,19.057
SD,46,198604,0.766,13.086,6.926,128.104
TN,47,198604,7.217,22.84,15.028,44.545
TX,48,198604,13.135,27.211,20.173,40.774
UT,49,198604,0.61,14.184,7.397,60.136
VA,51,198604,6.304,20.817,13.56,40.279
VT,50,198604,0.945,14.147,7.546,43.186
WA,53,198604,0.42,11.815,6.117,70.412
WI,55,198604,2.706,15.097,8.901,72.554
WV,54,198604,4.632,19.48,12.056,65.747
WY,56,198604,-2.496,10.674,4.089,61.281
AL,1,198605,15.461,28.378,21.919,128.915
AR,5,198605,15.313,26.69,21.001,112.578
AZ,4,198605,9.895,28.209,19.052,6.205
CA,6,198605,8.164,24.284,16.224,20.848
CO,8,198605,2.316,18.57,10.443,38.972
CT,9,198605,8.718,21.701,15.21,35.1
DE,10,198605,12.39,24.7,18.545,24.566
FL,12,198605,17.355,30.63,23.993,53.579
GA,13,198605,15.193,29.323,22.258,64.653
IA,19,198605,10.018,21.951,15.984,143.021
ID,16,198605,1.65,16.647,9.148,56.859
IL,17,198605,11.891,23.735,17.813,117.434
IN,18,198605,11.696,22.561,17.128,128.163
KS,20,198605,11.03,24.764,17.897,91.112
KY,21,198605,12.777,25.248,19.013,117.623
LA,22,198605,18.269,28.828,23.549,135.782
MA,25,198605,8.047,20.215,14.131,51.084
MD,24,198605,11.859,24.425,18.142,35.103
ME,23,198605,5.141,17.384,11.263,101.458
MI,26,198605,7.414,20.067,13.74,57.667
MN,27,198605,6.976,19.969,13.472,70.687
MO,29,198605,12.832,24.655,18.743,133.486
MS,28,198605,16.54,28.164,22.352,169.959
MT,30,198605,2.879,16.848,9.864,77.931
NC,37,198605,12.96,25.979,19.47,73.822
ND,38,198605,6.025,19.563,12.794,65.78
NE,31,198605,7.724,21.69,14.707,79.755
NH,33,198605,6.51,19.329,12.92,82.125
NJ,34,198605,10.506,24.14,17.323,30.902
NM,35,198605,6.714,24.672,15.693,38.357
NV,32,198605,4.167,21.231,12.699,16.122
NY,36,198605,8.149,20.705,14.427,83.283
OH,39,198605,10.785,22.503,16.644,77.149
OK,40,198605,14.025,26.202,20.113,137.517
OR,41,198605,3.019,17.482,10.251,57.005
PA,42,198605,8.999,22.19,15.595,64.805
RI,44,198605,8.892,19.996,14.444,48.286
SC,45,198605,14.745,28.667,21.706,72.891
SD,46,198605,7.104,20.019,13.561,83.003
TN,47,198605,13.23,25.765,19.497,125.396
TX,48,198605,15.792,28.965,22.378,110.846
UT,49,198605,4.292,20.193,12.242,29.282
VA,51,198605,10.992,24.412,17.702,75.613
VT,50,198605,6.762,19.535,13.149,108.26
WA,53,198605,4.786,16.946,10.866,71.195
WI,55,198605,7.658,20.716,14.187,53.55
WV,54,198605,9.451,22.899,16.175,85.38
WY,56,198605,0.406,16.065,8.236,44.681
AL,1,198606,19.856,32.339,26.098,63.408
AR,5,198606,19.879,31.026,25.453,148.06
AZ,4,198606,15.707,33.85,24.779,11.568
CA,6,198606,12.985,29.856,21.421,2.076
CO,8,198606,8.85,25.078,16.964,51.707
CT,9,198606,11.843,24.252,18.048,138.723
DE,10,198606,17.027,28.999,23.013,55.934
FL,12,198606,21.483,32.602,27.043,193.101
GA,13,198606,20.328,33.176,26.752,59.353
IA,19,198606,15.647,28.029,21.838,115.376
ID,16,198606,8.007,25.301,16.654,27.251
IL,17,198606,16.584,28.806,22.695,94.616
IN,18,198606,16.01,27.85,21.93,103.418
KS,20,198606,17.632,31.063,24.347,91.476
KY,21,198606,17.037,29.648,23.342,69.911
LA,22,198606,21.908,31.798,26.853,171.639
MA,25,198606,11.029,23.104,17.067,163.79
MD,24,198606,16.14,29.055,22.598,45.264
ME,23,198606,7.738,20.462,14.1,80.759
MI,26,198606,9.677,23.274,16.476,103.686
MN,27,198606,11.711,25.011,18.361,113.159
MO,29,198606,17.981,30.324,24.152,82.982
MS,28,198606,20.587,32.147,26.367,104.635
MT,30,198606,9.401,25.47,17.436,56.442
NC,37,198606,18.27,30.922,24.596,62.224
ND,38,198606,11.417,25.988,18.702,60.682
NE,31,198606,14.854,29.113,21.983,97.378
NH,33,198606,8.698,21.478,15.088,130.027
NJ,34,198606,14.472,27.526,20.999,67.127
NM,35,198606,12.156,28.105,20.131,77.928
NV,32,198606,10.593,29.192,19.893,5.36
NY,36,198606,10.368,22.602,16.485,147.172
OH,39,198606,14.476,26.907,20.691,111.509
OK,40,198606,19.418,31.189,25.304,111.467
OR,41,198606,8.431,25.277,16.854,15.1
PA,42,198606,11.92,25.383,18.651,120.378
RI,44,198606,12.586,23.5,18.043,131.74
SC,45,198606,20.251,32.709,26.48,55.381
SD,46,198606,13.617,27.332,20.474,89.955
TN,47,198606,17.883,30.207,24.045,84.645
TX,48,198606,19.984,31.617,25.801,120.861
UT,49,198606,11.031,28.564,19.798,9.958
VA,51,198606,15.877,29.774,22.825,34.598
VT,50,198606,8.551,21.151,14.851,128.866
WA,53,198606,9.309,23.783,16.546,25.736
WI,55,198606,11.001,24.617,17.809,110.117
WV,54,198606,13.392,27.256,20.324,84.073
WY,56,198606,8.038,25.19,16.614,49.976
AL,1,198607,21.272,34.511,27.892,89.66
AR,5,198607,22.045,35.252,28.649,29.296
AZ,4,198607,17.502,32.689,25.095,53.22
CA,6,198607,13.808,30.526,22.167,5.688
CO,8,198607,10.683,26.982,18.832,61.458
CT,9,198607,15.782,26.495,21.139,140.718
DE,10,198607,20.265,30.972,25.618,80.218
FL,12,198607,22.397,33.367,27.882,143.054
GA,13,198607,21.91,35.495,28.703,65.732
IA,19,198607,18.359,29.716,24.037,126.305
ID,16,198607,7.359,24.084,15.722,27.496
IL,17,198607,19.705,31.004,25.354,141.783
IN,18,198607,19.103,30.315,24.709,136.53
KS,20,198607,20.012,33.995,27.003,97.11
KY,21,198607,19.71,32.647,26.179,100.595
LA,22,198607,22.98,33.897,28.439,68.376
MA,25,198607,14.952,25.648,20.3,144.758
MD,24,198607,19.687,30.851,25.269,88.927
ME,23,198607,12.056,22.62,17.338,119.432
MI,26,198607,14.717,26.932,20.825,96.029
MN,27,198607,15.201,26.751,20.976,123.148
MO,29,198607,20.256,33.302,26.779,104.267
MS,28,198607,22.021,34.505,28.263,60.796
MT,30,198607,8.765,24.893,16.829,45.199
NC,37,198607,20.599,33.403,27.001,105.626
ND,38,198607,13.369,26.803,20.086,116.415
NE,31,198607,16.622,31.433,24.027,73.712
NH,33,198607,12.939,23.746,18.342,144.656
NJ,34,198607,18.207,29.059,23.633,138.637
NM,35,198607,13.914,29.673,21.793,61.691
NV,32,198607,11.556,29.237,20.396,12.343
NY,36,198607,14.407,25.152,19.779,142.178
OH,39,198607,17.605,28.994,23.299,122.236
OK,40,198607,22.137,35.701,28.919,37.718
OR,41,198607,7.577,24.268,15.923,17.408
PA,42,198607,15.703,27.184,21.443,135.853
RI,44,198607,16.24,25.576,20.908,142.927
SC,45,198607,22.021,35.904,28.962,70.078
SD,46,198607,15.333,29.805,22.569,70.792
TN,47,198607,20.186,33.233,26.71,81.449
TX,48,198607,21.318,35.152,28.235,27.015
UT,49,198607,12.489,28.79,20.639,31.208
VA,51,198607,19.047,31.742,25.394,93.946
VT,50,198607,12.629,23.663,18.146,144.505
WA,53,198607,8.568,21.966,15.267,35.749
WI,55,198607,15.397,26.843,21.12,137.526
WV,54,198607,17.152,29.188,23.17,140.429
WY,56,198607,8.457,25.57,17.013,33.61
AL,1,198608,19.69,32.163,25.927,104.42
AR,5,198608,18.505,31.835,25.17,100.717
AZ,4,198608,18.811,33.855,26.333,59.347
CA,6,198608,15.446,32.95,24.198,4.116
CO,8,198608,10.195,26.918,18.556,51.626
CT,9,198608,14.443,24.847,19.645,109.167
DE,10,198608,17.923,28.008,22.965,107.128
FL,12,198608,22.31,32.629,27.469,202.636
GA,13,198608,20.333,31.862,26.098,151.679
IA,19,198608,13.452,25.526,19.489,99.461
ID,16,198608,9.941,28.614,19.278,22.227
IL,17,198608,14.344,27.475,20.91,54.239
IN,18,198608,14.329,27.267,20.798,61.956
KS,20,198608,17.025,30.187,23.606,104.641
KY,21,198608,15.996,29.411,22.704,79.477
LA,22,198608,21.225,33.166,27.196,86.07
MA,25,198608,13.755,24.402,19.078,98.313
MD,24,198608,16.986,27.676,22.331,123.576
ME,23,198608,11.378,22.019,16.698,138.206
MI,26,198608,11.023,24.077,17.55,73.94
MN,27,198608,10.833,23.773,17.303,86.368
MO,29,198608,15.498,29.045,22.271,78.168
MS,28,198608,19.786,32.821,26.304,79.166
MT,30,198608,9.528,27.364,18.446,26.463
NC,37,198608,18.533,29.098,23.815,209.641
ND,38,198608,10.519,25.938,18.228,39.867
NE,31,198608,13.755,28.047,20.901,67.531
NH,33,198608,11.81,23.003,17.406,121.658
NJ,34,198608,16.35,26.668,21.509,113.921
NM,35,198608,14.247,29.9,22.074,68.258
NV,32,198608,13.567,31.913,22.74,13.685
NY,36,198608,12.526,23.62,18.073,113.609
OH,39,198608,14.118,27.052,20.585,64.194
OK,40,198608,19.537,32.551,26.044,95.912
OR,41,198608,10.822,29.582,20.202,4.434
PA,42,198608,13.017,25.243,19.13,89.295
RI,44,198608,15.452,24.323,19.887,119.067
SC,45,198608,20.337,31.172,25.755,223.061
SD,46,198608,12.23,27.668,19.949,46.469
TN,47,198608,17.38,30.022,23.701,90.799
TX,48,198608,20.679,33.93,27.304,71.598
UT,49,198608,13.578,30.254,21.916,33.384
VA,51,198608,16.47,27.766,22.118,147.376
VT,50,198608,11.296,22.749,17.022,142.68
WA,53,198608,12.415,28.305,20.36,5.807
WI,55,198608,11.234,23.654,17.444,93.226
WV,54,198608,14.012,26.603,20.307,94.109
WY,56,198608,8.936,26.737,17.836,20.632
AL,1,198609,18.925,30.425,24.675,96.033
AR,5,198609,18.24,30.083,24.161,78.568
AZ,4,198609,12.218,27.824,20.021,32.051
CA,6,198609,9.591,24.488,17.04,49.943
CO,8,198609,5.295,20.219,12.757,55.175
CT,9,198609,9.95,21.029,15.49,25.664
DE,10,198609,15.032,24.982,20.007,32.648
FL,12,198609,21.608,32.184,26.896,96.171
GA,13,198609,18.998,29.864,24.431,66.485
IA,19,198609,12.56,23.798,18.179,168.774
ID,16,198609,2.832,15.969,9.4,69.279
IL,17,198609,14.373,26.753,20.563,155.91
IN,18,198609,14.133,26.437,20.285,116.58
KS,20,198609,15.161,27.676,21.418,126.963
KY,21,198609,15.477,27.574,21.526,108.882
LA,22,198609,21.208,31.989,26.599,88.266
MA,25,198609,9.094,20.466,14.78,37.399
MD,24,198609,14.438,24.95,19.694,29.924
ME,23,198609,5.185,17.173,11.179,91.028
MI,26,198609,9.56,20.707,15.134,219.457
MN,27,198609,8.205,18.646,13.425,143.961
MO,29,198609,15.525,27.69,21.607,212.735
MS,28,198609,19.3,31.459,25.38,62.695
MT,30,198609,3.886,14.815,9.351,103.804
NC,37,198609,15.98,27.268,21.624,40.968
ND,38,198609,6.32,17.188,11.754,88.693
NE,31,198609,10.781,23.267,17.024,94.346
NH,33,198609,6.292,18.373,12.332,82.606
NJ,34,198609,13.068,23.466,18.267,64.738
NM,35,198609,9.533,25.365,17.449,50.568
NV,32,198609,4.964,20.889,12.927,21.848
NY,36,198609,8.81,19.658,14.234,92.359
OH,39,198609,13.319,25.287,19.303,111.649
OK,40,198609,17.876,28.777,23.326,179.298
OR,41,198609,4.642,18.044,11.343,87.305
PA,42,198609,10.739,22.271,16.505,71.404
RI,44,198609,10.924,20.985,15.955,23.534
SC,45,198609,18.155,29.327,23.741,44.061
SD,46,198609,8.501,19.627,14.064,106.284
TN,47,198609,16.644,28.072,22.358,101.013
TX,48,198609,19.564,30.757,25.161,96.037
UT,49,198609,6.237,20.753,13.495,51.531
VA,51,198609,14.217,25.552,19.884,50.895
VT,50,198609,6.247,17.99,12.119,98.191
WA,53,198609,6.248,17.941,12.095,79.086
WI,55,198609,9.602,19.997,14.799,211.67
WV,54,198609,12.508,24.466,18.487,89.412
WY,56,198609,3.012,16.918,9.965,54.661
AL,1,198610,11.701,24.494,18.097,106.021
AR,5,198610,10.581,22.577,16.579,130.436
AZ,4,198610,6.665,22.551,14.608,30.976
CA,6,198610,7.064,22.531,14.798,16.972
CO,8,198610,-0.646,14.279,6.816,50.336
CT,9,198610,4.111,17.008,10.559,66.502
DE,10,198610,9.706,21.067,15.387,73.727
FL,12,198610,17.815,29.18,23.497,97.165
GA,13,198610,12.608,25.131,18.869,91.817
IA,19,198610,4.991,16.391,10.691,94.777
ID,16,198610,-0.282,14.571,7.144,21.834
IL,17,198610,7.261,18.469,12.865,125.777
IN,18,198610,7.254,18.372,12.813,110.949
KS,20,198610,6.933,19.22,13.076,99.028
KY,21,198610,8.521,20.905,14.713,76.751
LA,22,198610,14.182,25.291,19.737,144.756
MA,25,198610,3.737,16.184,9.961,71.57
MD,24,198610,8.71,20.608,14.659,66.556
ME,23,198610,1.05,11.946,6.498,40.966
MI,26,198610,3.026,13.949,8.487,80.114
MN,27,198610,1.589,13.316,7.452,26.139
MO,29,198610,7.892,19.382,13.637,153.525
MS,28,198610,11.898,24.515,18.206,130.435
MT,30,198610,0.13,14.667,7.399,20.977
NC,37,198610,10.628,23.219,16.923,76.999
ND,38,198610,0.58,14.069,7.325,13.076
NE,31,198610,3.445,16.89,10.168,66.758
NH,33,198610,1.358,13.653,7.506,54.887
NJ,34,198610,7.217,19.228,13.223,66.919
NM,35,198610,3.561,18.819,11.19,58.593
NV,32,198610,1.069,17.481,9.275,13.883
NY,36,198610,3.442,14.366,8.904,88.316
OH,39,198610,7.183,18.164,12.674,100.308
OK,40,198610,10.031,21.529,15.78,156.76
OR,41,198610,2.528,17.402,9.965,40.404
PA,42,198610,5.125,16.856,10.991,85.958
RI,44,198610,5.717,17.142,11.429,68.081
SC,45,198610,12.318,24.717,18.518,104.057
SD,46,198610,2.46,15.872,9.166,25.26
TN,47,198610,9.097,21.758,15.427,99.315
TX,48,198610,12.155,24.032,18.094,135.666
UT,49,198610,1.147,15.605,8.376,34.408
VA,51,198610,8.378,21.468,14.923,58.043
VT,50,198610,1.32,12.794,7.057,68.473
WA,53,198610,3.958,16.293,10.126,65.197
WI,55,198610,2.485,13.687,8.086,67.124
WV,54,198610,6.489,19.148,12.819,72.485
WY,56,198610,-1.221,12.641,5.71,44.577
AL,1,198611,9.708,19.968,14.838,225.5
AR,5,198611,4.626,14.009,9.318,147.834
AZ,4,198611,2.689,17.189,9.939,29.758
CA,6,198611,3.559,17.894,10.726,21.541
CO,8,198611,-6.059,7.891,0.916,47.539
CT,9,198611,-2.221,9.108,3.443,183.414
DE,10,198611,2.913,13.261,8.087,118.606
FL,12,198611,17.628,27.335,22.482,76.702
GA,13,198611,11.031,20.906,15.969,156.294
IA,19,198611,-5.839,5.091,-0.374,29.47
ID,16,198611,-5.294,4.436,-0.429,68.472
IL,17,198611,-1.432,7.807,3.187,44.581
IN,18,198611,-0.474,8.434,3.98,60.348
KS,20,198611,-3.038,11.13,4.046,26.877
KY,21,198611,3.252,12.29,7.771,168.389
LA,22,198611,11.41,20.318,15.864,233.265
MA,25,198611,-2.587,8.6,3.007,149.718
MD,24,198611,1.966,11.903,6.935,128.272
ME,23,198611,-6.256,3.357,-1.449,94.328
MI,26,198611,-4.364,4.669,0.153,30.5
MN,27,198611,-9.718,0.45,-4.634,35.632
MO,29,198611,-1.022,9.785,4.382,49.612
MS,28,198611,9.069,18.903,13.986,250.156
MT,30,198611,-8.741,2.389,-3.176,45.399
NC,37,198611,6.972,16.578,11.775,98.865
ND,38,198611,-11.434,-0.482,-5.958,34.347
NE,31,198611,-5.76,8.079,1.159,12.399
NH,33,198611,-5.059,5.034,-0.012,116.836
NJ,34,198611,0.449,11.296,5.873,159.62
NM,35,198611,-1.751,12.25,5.249,62.457
NV,32,198611,-2.996,11.714,4.359,8.603
NY,36,198611,-3.115,5.854,1.369,99.659
OH,39,198611,0.026,8.789,4.407,87.688
OK,40,198611,1.365,13.314,7.339,85.703
OR,41,198611,-0.6,8.684,4.042,132.793
PA,42,198611,-1.549,7.742,3.096,127.078
RI,44,198611,-0.746,10.188,4.721,175.224
SC,45,198611,9.7,19.161,14.431,119.881
SD,46,198611,-7.716,3.888,-1.914,18.035
TN,47,198611,4.99,14.552,9.771,190.207
TX,48,198611,5.795,18.061,11.928,72.177
UT,49,198611,-3.304,9.219,2.958,23.026
VA,51,198611,3.29,13.258,8.274,93.569
VT,50,198611,-5.196,4.261,-0.468,108.096
WA,53,198611,-0.442,6.449,3.003,206.038
WI,55,198611,-7.282,2.987,-2.147,29.341
WV,54,198611,1.627,11.058,6.342,147.443
WY,56,198611,-8.418,3.884,-2.267,36.264
AL,1,198612,2.887,12.517,7.702,92.888
AR,5,198612,0.375,9.855,5.115,85.122
AZ,4,198612,-0.984,12.143,5.58,36.941
CA,6,198612,0.516,12.248,6.382,38.125
CO,8,198612,-10.42,3.954,-3.233,15.151
CT,9,198612,-4.323,4.502,0.089,155.083
DE,10,198612,-0.752,8.687,3.968,165.154
FL,12,198612,12.208,22.093,17.15,107.98
GA,13,198612,4.109,14.191,9.15,112.11
IA,19,198612,-7.316,0.834,-3.241,20.423
ID,16,198612,-9.788,1.11,-4.339,15.703
IL,17,198612,-4.135,3.508,-0.314,41.096
IN,18,198612,-3.537,3.415,-0.061,48.084
KS,20,198612,-4.614,7.074,1.23,23.792
KY,21,198612,-2.003,7.111,2.554,93.336
LA,22,198612,4.906,13.818,9.363,144.822
MA,25,198612,-4.867,3.85,-0.509,163.234
MD,24,198612,-1.685,7.588,2.951,144.485
ME,23,198612,-12.176,-1.265,-6.721,79.705
MI,26,198612,-5.955,0.363,-2.796,29.998
MN,27,198612,-11.958,-1.873,-6.916,6.01
MO,29,198612,-3.424,6.015,1.295,46.829
MS,28,198612,2.771,12.143,7.457,123.242
MT,30,198612,-9.066,2.05,-3.508,10.168
NC,37,198612,0.23,11.609,5.92,114.07
ND,38,198612,-11.6,-0.843,-6.222,1.547
NE,31,198612,-7.963,5.286,-1.338,10.588
NH,33,198612,-8.431,0.55,-3.941,108.678
NJ,34,198612,-2.404,6.782,2.189,147.412
NM,35,198612,-5.083,7.912,1.415,38.364
NV,32,198612,-6.902,7.309,0.203,5.358
NY,36,198612,-5.842,1.619,-2.111,85.11
OH,39,198612,-3.277,3.444,0.083,71.608
OK,40,198612,-0.814,9.621,4.404,28.553
OR,41,198612,-4.107,4.761,0.327,51.061
PA,42,198612,-4.304,3.515,-0.394,90.379
RI,44,198612,-3.064,5.538,1.237,197.401
SC,45,198612,2.348,13.776,8.062,101.408
SD,46,198612,-9.324,3.58,-2.872,0.844
TN,47,198612,-0.625,8.767,4.071,115.822
TX,48,198612,2.392,12.927,7.659,82.632
UT,49,198612,-8.003,4.421,-1.791,8.986
VA,51,198612,-2.259,8.531,3.136,121.766
VT,50,198612,-8.964,-0.172,-4.568,87.25
WA,53,198612,-3.413,2.408,-0.503,103.345
WI,55,198612,-9.645,-1.201,-5.423,11.854
WV,54,198612,-3.624,5.944,1.16,91.929
WY,56,198612,-12.012,1.3,-5.356,5.615
AL,1,198701,-0.069,11.654,5.792,154.864
AR,5,198701,-2.038,8.844,3.403,60.693
AZ,4,198701,-3.303,11.586,4.141,29.031
CA,6,198701,-1.126,10.642,4.758,80.557
CO,8,198701,-11.694,2.688,-4.503,27.514
CT,9,198701,-9.172,0.985,-4.093,136.044
DE,10,198701,-3.961,4.459,0.249,164.527
FL,12,198701,7.271,19.582,13.426,113.94
GA,13,198701,1.064,12.369,6.717,189.534
IA,19,198701,-9.316,0.36,-4.478,7.425
ID,16,198701,-11.581,-1.272,-6.426,48.614
IL,17,198701,-7.312,0.786,-3.263,35.158
IN,18,198701,-6.718,0.898,-2.91,38.45
KS,20,198701,-6.756,5.358,-0.699,19.82
KY,21,198701,-4.282,4.917,0.318,46.299
LA,22,198701,2.117,13.343,7.73,146.848
MA,25,198701,-10.231,0.657,-4.787,141.108
MD,24,198701,-4.631,3.98,-0.326,130.093
ME,23,198701,-17.115,-4.685,-10.9,88.472
MI,26,198701,-9.377,-1.101,-5.239,31.382
MN,27,198701,-14.219,-3.584,-8.902,11.634
MO,29,198701,-6.121,3.767,-1.177,35.345
MS,28,198701,0.014,11.564,5.789,129.598
MT,30,198701,-10.219,1.145,-4.537,13.987
NC,37,198701,-2.157,9.013,3.428,161.963
ND,38,198701,-12.317,-1.982,-7.15,5.81
NE,31,198701,-8.705,4.992,-1.857,2.308
NH,33,198701,-14.564,-2.333,-8.448,98.125
NJ,34,198701,-5.911,2.887,-1.512,130.466
NM,35,198701,-7.296,8.011,0.358,22.237
NV,32,198701,-9.095,3.639,-2.728,21.967
NY,36,198701,-11.291,-1.658,-6.474,86.334
OH,39,198701,-6.293,1.125,-2.584,38.784
OK,40,198701,-3.702,7.784,2.041,54.655
OR,41,198701,-6.057,3.531,-1.263,115.382
PA,42,198701,-8.357,0.263,-4.047,75.73
RI,44,198701,-7.398,2.072,-2.663,140.426
SC,45,198701,-0.194,11.614,5.71,173.651
SD,46,198701,-10.245,2.745,-3.75,2.83
TN,47,198701,-2.987,6.907,1.96,78.894
TX,48,198701,0.072,13.85,6.961,27.923
UT,49,198701,-10.512,1.73,-4.391,27.292
