st_abb,st_code,ym,tmin,tmax,tavg,ppt
WY,56,198502,-16.117,-2.257,-9.187,17.125
AL,1,198503,7.827,21.5,14.664,61.23
AR,5,198503,6.718,19.018,12.868,141.466
AZ,4,198503,2.157,16.608,9.383,28.524
CA,6,198503,1.001,13.952,7.477,75.116
CO,8,198503,-5.987,8.969,1.491,47.941
CT,9,198503,-2.854,9.91,3.528,66.36
DE,10,198503,1.952,13.547,7.749,52.724
FL,12,198503,12.552,26.215,19.384,59.991
GA,13,198503,7.325,21.806,14.566,43.145
IA,19,198503,-1.299,10.223,4.462,66.367
ID,16,198503,-9.149,4.133,-2.508,54.886
IL,17,198503,0.874,12.287,6.58,132.096
IN,18,198503,0.538,12.122,6.33,134.651
KS,20,198503,0.55,15.052,7.801,34.734
KY,21,198503,2.501,15.659,9.08,81.596
LA,22,198503,11.56,22.873,17.217,120.669
MA,25,198503,-3.691,8.649,2.479,68.499
MD,24,198503,1.372,13.147,7.26,59.947
ME,23,198503,-9.484,2.536,-3.474,68.557
MI,26,198503,-5.186,5.792,0.303,75.867
MN,27,198503,-5.391,5.349,-0.021,48.868
MO,29,198503,2.389,15.134,8.761,122.444
MS,28,198503,9.082,21.6,15.341,88.17
MT,30,198503,-7.733,5.424,-1.155,34.511
NC,37,198503,3.641,18.374,11.008,37.131
ND,38,198503,-6.278,5.412,-0.433,25.186
NE,31,198503,-3.295,12.553,4.629,22.258
NH,33,198503,-7.44,5.484,-0.978,78.085
NJ,34,198503,-0.507,12.115,5.804,43.604
NM,35,198503,-0.355,14.846,7.245,38.953
NV,32,198503,-4.531,8.767,2.118,29.883
NY,36,198503,-5.732,6.462,0.365,75.042
OH,39,198503,-0.826,11.132,5.153,104.573
OK,40,198503,5.483,17.632,11.557,119.257
OR,41,198503,-4.132,7.904,1.886,85.771
PA,42,198503,-3.078,9.388,3.155,93.219
RI,44,198503,-1.893,9.742,3.925,75.966
SC,45,198503,5.69,20.821,13.256,24.615
SD,46,198503,-5.052,8.293,1.62,39.508
TN,47,198503,3.86,17.171,10.515,68.637
TX,48,198503,8.745,21.254,14.999,65.248
UT,49,198503,-4.774,8.232,1.729,47.062
VA,51,198503,1.287,15.432,8.36,40.951
VT,50,198503,-8.097,4.227,-1.935,79.982
WA,53,198503,-2.752,7.893,2.57,88.521
WI,55,198503,-4.527,6.786,1.129,67.054
WV,54,198503,-0.606,12.817,6.106,91.536
WY,56,198503,-9.504,5.357,-2.073,28.096
AL,1,198504,10.378,25.067,17.722,72.055
AR,5,198504,10.522,23.53,17.026,139.221
AZ,4,198504,6.744,23.956,15.35,27.244
CA,6,198504,6.367,22.242,14.305,7.185
CO,8,198504,-0.729,14.936,7.104,63.323
CT,9,198504,3.418,15.179,9.299,45.978
DE,10,198504,7.128,20.077,13.603,18.051
FL,12,198504,14.351,27.316,20.833,68.725
GA,13,198504,10.557,25.654,18.105,49.796
IA,19,198504,5.333,17.899,11.616,57.924
ID,16,198504,-1.431,13.273,5.921,31.214
IL,17,198504,7.318,19.441,13.379,53.094
IN,18,198504,6.969,19.819,13.394,53.937
KS,20,198504,6.576,21.314,13.945,77.367
KY,21,198504,8.114,22.023,15.068,65.975
LA,22,198504,14.065,25.977,20.021,56.176
MA,25,198504,2.042,13.841,7.941,43.771
MD,24,198504,6.882,20.578,13.73,20.405
ME,23,198504,-3.009,9.113,3.052,39.219
MI,26,198504,2.118,14.084,8.101,79.555
MN,27,198504,1.458,14.234,7.847,70.464
MO,29,198504,8.002,21.008,14.505,73.644
MS,28,198504,11.469,24.864,18.166,91.459
MT,30,198504,-0.765,13.941,6.588,29.503
NC,37,198504,8.528,24.297,16.413,36.715
ND,38,198504,-0.082,15.197,7.558,20.652
NE,31,198504,3.103,19.07,11.087,67.217
NH,33,198504,-0.818,11.435,5.308,45.293
NJ,34,198504,5.214,17.708,11.461,27.213
NM,35,198504,3.364,21.204,12.284,41.511
NV,32,198504,1.236,18.511,9.874,7.12
NY,36,198504,1.558,13.343,7.45,51.854
OH,39,198504,5.712,19.599,12.656,40.321
OK,40,198504,10.14,23.323,16.732,115.311
OR,41,198504,0.984,15.415,8.2,38.456
PA,42,198504,3.598,16.97,10.284,42.388
RI,44,198504,3.426,14.524,8.975,40.202
SC,45,198504,9.863,25.812,17.837,31.09
SD,46,198504,1.775,17.989,9.882,36.946
TN,47,198504,8.305,22.591,15.448,82.696
TX,48,198504,12.16,26.272,19.216,57.725
UT,49,198504,1.703,17.01,9.357,30.654
VA,51,198504,7.03,22.411,14.721,28.076
VT,50,198504,-0.611,10.871,5.13,60.556
WA,53,198504,1.613,13.681,7.647,73.646
WI,55,198504,2.593,14.734,8.663,62.662
WV,54,198504,4.918,20.012,12.465,48.294
WY,56,198504,-2.357,13.383,5.513,26.653
AL,1,198505,15.125,27.846,21.485,102.027
AR,5,198505,14.241,26.894,20.568,84.503
AZ,4,198505,10.388,28.101,19.245,4.272
CA,6,198505,7.852,24.094,15.973,5.76
CO,8,198505,3.989,19.475,11.732,53.547
CT,9,198505,8.767,21.695,15.231,111.327
DE,10,198505,13.053,24.029,18.541,121.876
FL,12,198505,17.872,30.985,24.428,64.794
GA,13,198505,15.182,28.287,21.734,97.658
IA,19,198505,10.55,24.075,17.313,71.213
ID,16,198505,2.681,17.998,10.34,56.184
IL,17,198505,11.512,24.427,17.97,81.438
IN,18,198505,11.272,23.956,17.614,98.791
KS,20,198505,11.614,25.546,18.58,86.615
KY,21,198505,12.394,24.861,18.628,110.619
LA,22,198505,17.271,29.175,23.223,69.138
MA,25,198505,7.727,20.573,14.15,100.438
MD,24,198505,12.302,24.078,18.19,128.689
ME,23,198505,3.503,17.028,10.266,77.38
MI,26,198505,6.758,20.916,13.837,72.787
MN,27,198505,8.2,21.696,14.948,114.971
MO,29,198505,12.133,24.706,18.419,120.027
MS,28,198505,15.572,28.195,21.884,71.189
MT,30,198505,4.211,20.355,12.283,51.527
NC,37,198505,13.181,25.924,19.552,82.099
ND,38,198505,7.218,22.306,14.762,88.159
NE,31,198505,9.201,24.191,16.696,84.147
NH,33,198505,4.863,18.857,11.86,82.442
NJ,34,198505,10.894,23.556,17.225,131.955
NM,35,198505,7.428,24.891,16.159,27.69
NV,32,198505,4.513,21.898,13.206,15.228
NY,36,198505,6.825,20.218,13.521,75.587
OH,39,198505,9.958,23.235,16.596,118.241
OK,40,198505,14.464,27.313,20.888,63.029
OR,41,198505,3,18.05,10.525,36.724
PA,42,198505,8.062,22.098,15.08,119.587
RI,44,198505,8.947,20.717,14.832,122.151
SC,45,198505,14.741,27.832,21.287,75.174
SD,46,198505,8.479,24.294,16.387,53.582
TN,47,198505,12.999,25.29,19.145,89.583
TX,48,198505,16.2,30.114,23.157,65.189
UT,49,198505,5.938,21.64,13.789,31.163
VA,51,198505,11.6,24.813,18.207,114.634
VT,50,198505,4.995,18.477,11.736,90.612
WA,53,198505,4.642,18.074,11.358,41.82
WI,55,198505,7.96,21.994,14.977,79.607
WV,54,198505,9.563,23.246,16.405,160.7
WY,56,198505,2.636,19.038,10.837,38.074
AL,1,198506,18.979,31.697,25.338,92.183
AR,5,198506,18.293,31.097,24.695,75.38
AZ,4,198506,15.181,34.509,24.845,3.635
CA,6,198506,13.166,30.578,21.872,7.061
CO,8,198506,7.715,25.106,16.411,22.862
CT,9,198506,11.451,22.422,16.937,112.561
DE,10,198506,16.024,26.374,21.199,69.805
FL,12,198506,21.652,32.974,27.313,174.536
GA,13,198506,19.224,32.115,25.67,94.825
IA,19,198506,12.429,25.561,18.995,74.934
ID,16,198506,5.788,22.771,14.28,23.752
IL,17,198506,14.628,26.394,20.511,110.108
IN,18,198506,14.371,26.076,20.223,87.43
KS,20,198506,14.366,28.859,21.613,103.014
KY,21,198506,15.63,27.897,21.763,108.557
LA,22,198506,20.835,32.558,26.697,77.076
MA,25,198506,11.052,21.9,16.476,107.51
MD,24,198506,15.312,26.372,20.842,70.98
ME,23,198506,9.103,19.864,14.484,103.97
MI,26,198506,8.786,22.314,15.55,52.909
MN,27,198506,9.21,21.702,15.456,103.903
MO,29,198506,15.01,27.053,21.031,168.083
MS,28,198506,19.477,32.257,25.867,77.926
MT,30,198506,6.036,21.956,13.996,28.715
NC,37,198506,16.801,29.982,23.391,90.392
ND,38,198506,7.943,20.913,14.428,57.085
NE,31,198506,10.788,26.617,18.703,59.249
NH,33,198506,9.169,20.711,14.94,92.652
NJ,34,198506,13.662,24.929,19.295,101.044
NM,35,198506,11.724,29.673,20.698,31.75
NV,32,198506,10.022,28.882,19.452,6.419
NY,36,198506,9.687,20.909,15.298,102.197
OH,39,198506,12.69,24.652,18.671,72.712
OK,40,198506,17.964,30.727,24.346,144.269
OR,41,198506,6.434,23.499,14.966,38.679
PA,42,198506,10.874,23.159,17.016,91.279
RI,44,198506,12.258,22.17,17.214,118.799
SC,45,198506,18.59,31.982,25.286,116.017
SD,46,198506,9.687,23.745,16.715,52.055
TN,47,198506,16.458,29.23,22.844,107.098
TX,48,198506,19.125,32.265,25.695,89.3
UT,49,198506,10.322,28.05,19.186,17.67
VA,51,198506,14.775,27.696,21.235,64.409
VT,50,198506,9.06,19.99,14.525,100.049
WA,53,198506,7.279,21.57,14.424,53.371
WI,55,198506,9.608,22.949,16.278,73.561
WV,54,198506,12.466,25.1,18.784,82.191
WY,56,198506,5.617,22.53,14.073,37.538
AL,1,198507,20.174,31.468,25.821,179.378
AR,5,198507,20.022,33.399,26.711,65.078
AZ,4,198507,18.933,35.357,27.145,48.499
CA,6,198507,16.204,33.234,24.719,7.411
CO,8,198507,11.324,27.731,19.528,78.162
CT,9,198507,15.421,27.746,21.583,113.098
DE,10,198507,19.408,29.925,24.666,89.209
FL,12,198507,21.832,32.273,27.052,200.933
GA,13,198507,20.373,31.64,26.007,161.887
IA,19,198507,15.694,29.488,22.591,67.855
ID,16,198507,11.106,29.961,20.534,22.271
IL,17,198507,17.176,29.819,23.498,74.609
IN,18,198507,16.694,29.34,23.017,76.351
KS,20,198507,18.534,33.811,26.172,77.713
KY,21,198507,18.039,30.318,24.179,102.009
LA,22,198507,21.852,32.805,27.329,131.447
MA,25,198507,14.906,27.596,21.251,84.003
MD,24,198507,18.404,29.666,24.035,103.157
ME,23,198507,12.565,25.591,19.078,92.462
MI,26,198507,12.496,26.459,19.477,74.745
MN,27,198507,12.928,26.768,19.848,77.752
MO,29,198507,17.995,31.784,24.889,63.08
MS,28,198507,20.616,32.312,26.464,117.059
MT,30,198507,11.39,29.993,20.691,21.063
NC,37,198507,19.079,29.801,24.44,187.235
ND,38,198507,12.354,28.813,20.584,26.549
NE,31,198507,15.764,31.354,23.559,79.363
NH,33,198507,12.27,26.607,19.439,63.114
NJ,34,198507,17.218,28.99,23.104,106.875
NM,35,198507,13.982,31.377,22.679,50.678
NV,32,198507,13.87,32.201,23.036,24.378
NY,36,198507,13.103,25.871,19.487,75.01
OH,39,198507,15.888,28.22,22.054,95.297
OK,40,198507,20.414,34.481,27.447,43.396
OR,41,198507,11.045,30.177,20.611,13.763
PA,42,198507,14.071,26.861,20.466,112.371
RI,44,198507,16.478,27.442,21.96,79.448
SC,45,198507,20.309,31.563,25.936,183.736
SD,46,198507,14.719,31.335,23.027,46.577
TN,47,198507,18.693,30.668,24.681,103.262
TX,48,198507,20.353,34.219,27.286,49.748
UT,49,198507,14.279,30.902,22.59,50.456
VA,51,198507,17.43,29.216,23.323,120.245
VT,50,198507,11.771,25.569,18.67,76.26
WA,53,198507,12.014,29.332,20.673,4.378
WI,55,198507,12.987,27.088,20.038,80.87
WV,54,198507,15.235,27.508,21.371,124.865
WY,56,198507,10.795,28.077,19.436,36.425
AL,1,198508,20.215,31.455,25.835,116.544
AR,5,198508,19.843,32.721,26.282,77.89
AZ,4,198508,17.551,34.35,25.951,23.9
CA,6,198508,13.586,31.183,22.384,1.89
CO,8,198508,9.782,27.535,18.658,20.985
CT,9,198508,14.898,26.132,20.515,166.801
DE,10,198508,18.584,28.613,23.599,217.067
FL,12,198508,22.548,32.402,27.475,237.486
GA,13,198508,20.287,31.048,25.668,159.761
IA,19,198508,13.631,25.935,19.783,97.462
ID,16,198508,6.651,24.924,15.788,23.075
IL,17,198508,15.757,27.067,21.412,129.055
IN,18,198508,15.881,27.042,21.461,138.544
KS,20,198508,16.816,30.216,23.516,115.284
KY,21,198508,17.512,28.457,22.985,144.225
LA,22,198508,22.214,33.398,27.806,142.787
MA,25,198508,14.31,25.551,19.931,177.742
MD,24,198508,17.765,28.345,23.055,123.021
ME,23,198508,10.752,23.547,17.149,100.713
MI,26,198508,12.371,24.227,18.299,120.355
MN,27,198508,11.235,23.017,17.126,117.39
MO,29,198508,16.98,28.597,22.788,150.448
MS,28,198508,20.766,32.024,26.395,150.055
MT,30,198508,8.064,23.741,15.903,70.745
NC,37,198508,18.222,29.153,23.688,157.435
ND,38,198508,10.454,23.528,16.991,84.836
NE,31,198508,13.552,27.772,20.662,60.059
NH,33,198508,11.147,24.117,17.632,128.634
NJ,34,198508,16.852,27.825,22.338,117.748
NM,35,198508,13.847,30.828,22.337,48.744
NV,32,198508,10.023,30.216,20.119,1.303
NY,36,198508,12.609,24.923,18.766,83.315
OH,39,198508,15.102,26.786,20.944,98.312
OK,40,198508,20.259,34.253,27.256,64.054
OR,41,198508,7.826,25.568,16.697,15.521
PA,42,198508,13.938,25.992,19.965,98.467
RI,44,198508,16.038,25.887,20.962,225.113
SC,45,198508,19.722,30.653,25.187,179.153
SD,46,198508,12.291,26.7,19.496,66.609
TN,47,198508,18.255,29.153,23.704,144.851
TX,48,198508,21.191,36.047,28.619,22.099
UT,49,198508,12.043,29.997,21.02,2.758
VA,51,198508,16.773,28.242,22.507,164.186
VT,50,198508,10.844,23.528,17.186,114.469
WA,53,198508,9.313,24.26,16.786,25.59
WI,55,198508,11.927,23.98,17.953,121.498
WV,54,198508,14.614,26.351,20.482,93.941
WY,56,198508,7.118,25.732,16.425,11.199
AL,1,198509,16.173,29.24,22.706,72.789
AR,5,198509,15.505,29.069,22.287,81.912
AZ,4,198509,11.759,27.876,19.817,48.204
CA,6,198509,10.326,24.985,17.656,30.577
CO,8,198509,4.549,20.155,12.352,62.853
CT,9,198509,11.452,23.034,17.243,118.888
DE,10,198509,14.983,26.456,20.72,153.294
FL,12,198509,20.791,30.866,25.829,167.728
GA,13,198509,16.526,29.258,22.892,27.33
IA,19,198509,11.706,22.645,17.175,132.711
ID,16,198509,2.081,16.207,9.144,83.617
IL,17,198509,13.033,25.83,19.431,41.017
IN,18,198509,12.56,25.638,19.099,46.125
KS,20,198509,13.013,25.867,19.44,111.551
KY,21,198509,12.557,27.118,19.838,45.252
LA,22,198509,18.886,30.535,24.71,147.111
MA,25,198509,11.034,22.28,16.657,97.388
MD,24,198509,13.89,26.461,20.175,124.536
ME,23,198509,7.504,19.896,13.7,89.261
MI,26,198509,9.863,21.443,15.653,116.046
MN,27,198509,7.551,18.23,12.891,109.353
MO,29,198509,13.597,26.285,19.941,79.103
MS,28,198509,16.736,29.691,23.214,109.276
MT,30,198509,2.717,14.838,8.777,78.762
NC,37,198509,14.465,27.584,21.025,55.385
ND,38,198509,5.423,16.843,11.133,38.804
NE,31,198509,9.549,21.982,15.765,92.818
NH,33,198509,8.03,20.601,14.316,122.903
NJ,34,198509,13.539,25.501,19.52,143.03
NM,35,198509,9.098,25.345,17.222,66.864
NV,32,198509,5.262,21.768,13.515,26.864
NY,36,198509,10.03,21.979,16.005,122.824
OH,39,198509,11.341,25.553,18.447,25.501
OK,40,198509,16.454,29.699,23.077,110.656
OR,41,198509,4.054,18.361,11.207,56.723
PA,42,198509,10.7,23.862,17.281,84.242
RI,44,198509,12.563,22.783,17.673,66.013
SC,45,198509,15.992,29.043,22.518,18.444
SD,46,198509,8.031,20.162,14.096,64.816
TN,47,198509,13.141,27.438,20.29,57.391
TX,48,198509,17.782,31.409,24.596,97.422
UT,49,198509,5.843,21.603,13.723,42.693
VA,51,198509,12.72,26.693,19.706,53.739
VT,50,198509,7.678,20.369,14.024,120.646
WA,53,198509,5.456,17.592,11.524,70.385
WI,55,198509,9.189,20.464,14.826,155.668
WV,54,198509,10.196,25.522,17.859,17.475
WY,56,198509,2.289,17.141,9.715,49.064
AL,1,198510,14.447,25.502,19.975,151.426
AR,5,198510,12.032,23.661,17.846,146.388
AZ,4,198510,8.445,23.539,15.992,37.841
CA,6,198510,7.016,22.313,14.664,31.738
CO,8,198510,-0.61,15.192,7.291,43.342
CT,9,198510,4.682,17.449,11.066,55.799
DE,10,198510,10.129,21.223,15.676,54.252
FL,12,198510,19.995,30.288,25.141,110.436
GA,13,198510,15.44,26.05,20.745,114.701
IA,19,198510,4.297,16.099,10.198,77.685
ID,16,198510,-2.243,11.882,4.819,54.163
IL,17,198510,7.184,19.267,13.225,95.162
IN,18,198510,7.957,19.478,13.718,99.127
KS,20,198510,5.967,19.282,12.625,84.743
KY,21,198510,9.879,22.113,15.997,121.859
LA,22,198510,16.365,25.906,21.136,320.656
MA,25,198510,4.319,16.882,10.6,63.639
MD,24,198510,9.463,20.3,14.881,85.846
ME,23,198510,1.489,13.138,7.313,67.218
MI,26,198510,3.346,14.598,8.972,87.573
MN,27,198510,0.18,12.776,6.478,47.272
MO,29,198510,8.166,20.495,14.33,107.223
MS,28,198510,14.405,25.351,19.878,211.352
MT,30,198510,-1.995,11.759,4.882,36.644
NC,37,198510,12.154,23.784,17.969,101.83
ND,38,198510,-0.761,12.436,5.837,41.971
NE,31,198510,2.106,16.877,9.491,33.013
NH,33,198510,1.804,14.521,8.162,78.599
NJ,34,198510,7.257,19.991,13.624,44.968
NM,35,198510,4.386,19.782,12.084,77.455
NV,32,198510,1.041,17.772,9.406,20.764
NY,36,198510,3.565,15.533,9.549,84.173
OH,39,198510,7.041,19.2,13.121,75.937
OK,40,198510,10.064,22.091,16.077,139.362
OR,41,198510,0.669,14.701,7.685,78.038
PA,42,198510,4.826,17.386,11.106,58.057
RI,44,198510,6.285,17.842,12.063,49.993
SC,45,198510,14.371,25.378,19.874,102.95
SD,46,198510,0.518,15.477,7.997,25.471
TN,47,198510,11.024,23.042,17.033,96.597
TX,48,198510,13.186,24.807,18.997,116.055
UT,49,198510,1.456,16.572,9.014,39.237
VA,51,198510,9.373,21.629,15.501,102.767
VT,50,198510,1.57,13.951,7.76,89.068
WA,53,198510,1.907,12.588,7.247,159.759
WI,55,198510,1.941,13.911,7.926,80.734
WV,54,198510,7.221,20.292,13.757,104.818
WY,56,198510,-2.906,12.624,4.859,25.763
AL,1,198511,10.843,21.936,16.389,77.245
AR,5,198511,7.398,17.666,12.532,155.322
AZ,4,198511,1.973,15.766,8.87,61.127
CA,6,198511,1.776,13.385,7.581,96.727
CO,8,198511,-7.415,4.732,-1.341,62.777
CT,9,198511,1.892,10.483,6.188,169.893
DE,10,198511,7.602,16.305,11.954,87.081
FL,12,198511,16.524,26.966,21.745,73.951
GA,13,198511,12.334,22.809,17.572,130.481
IA,19,198511,-6.174,2.856,-1.659,57.494
ID,16,198511,-10.299,-0.783,-5.541,79.398
IL,17,198511,0.835,9.818,5.327,232.32
IN,18,198511,3.446,11.798,7.622,212.416
KS,20,198511,-3.184,7.741,2.279,39.103
KY,21,198511,7.001,16.433,11.717,148.425
LA,22,198511,12.78,22.517,17.648,63.128
MA,25,198511,1.153,9.818,5.486,165.746
MD,24,198511,6.878,15.388,11.133,138.498
ME,23,198511,-4.072,4.345,0.136,109.787
MI,26,198511,-2,4.883,1.441,122.303
MN,27,198511,-11.923,-1.959,-6.941,43.716
MO,29,198511,0.714,11.224,5.969,195.778
MS,28,198511,10.67,21.322,15.996,51.512
MT,30,198511,-14.744,-4.987,-9.865,40.663
NC,37,198511,9.784,20.628,15.206,179.028
ND,38,198511,-15.1,-4.735,-9.918,25.515
NE,31,198511,-8.93,1.447,-3.741,21.499
NH,33,198511,-1.871,6.575,2.352,137.701
NJ,34,198511,4.698,13.733,9.216,152.468
NM,35,198511,-1.136,14.17,6.517,17.803
NV,32,198511,-5.555,6.734,0.589,47.27
NY,36,198511,0.285,8.157,4.221,149.357
OH,39,198511,4.261,12.122,8.192,230.653
OK,40,198511,2.875,14.349,8.612,89.605
OR,41,198511,-6.635,2.884,-1.876,103.789
PA,42,198511,2.832,11.048,6.94,207.446
RI,44,198511,3.04,11.392,7.216,199.268
SC,45,198511,11.776,22.426,17.101,200.629
SD,46,198511,-12.564,-2.333,-7.449,40.08
TN,47,198511,8.034,18.068,13.051,116.617
TX,48,198511,7.804,20.498,14.151,59.337
UT,49,198511,-4.738,6.524,0.893,60.674
VA,51,198511,7.043,17.36,12.202,223.942
VT,50,198511,-2.43,5.805,1.687,121.052
WA,53,198511,-7.506,-0.212,-3.859,125.868
WI,55,198511,-7.04,1.66,-2.69,108.332
WV,54,198511,5.614,15.192,10.403,244.467
WY,56,198511,-12.525,-1.135,-6.83,49.358
AL,1,198512,-1.68,12.28,5.3,85.729
AR,5,198512,-3.591,8.648,2.528,81.651
AZ,4,198512,-1.517,13.67,6.077,9.784
CA,6,198512,0.56,11.86,6.21,55.624
CO,8,198512,-11.352,2.303,-4.524,23.578
CT,9,198512,-7.081,2.012,-2.534,43.138
DE,10,198512,-3.147,6.587,1.72,43.659
FL,12,198512,6.962,19.954,13.458,65.802
GA,13,198512,0.12,13.385,6.752,77.958
IA,19,198512,-17.311,-5.735,-11.523,33.15
ID,16,198512,-13.545,-3.626,-8.586,33.285
IL,17,198512,-11.652,-0.86,-6.256,60.403
IN,18,198512,-10.049,-0.115,-5.082,58.258
KS,20,198512,-9.362,3.054,-3.154,16.524
KY,21,198512,-6.397,4.601,-0.898,36.267
LA,22,198512,1.756,14.276,8.016,106.971
MA,25,198512,-8.101,1.436,-3.332,38.996
MD,24,198512,-3.96,5.575,0.807,38.167
ME,23,198512,-15.311,-3.497,-9.404,53.826
MI,26,198512,-11.873,-4.096,-7.985,55.083
MN,27,198512,-21.683,-10.109,-15.896,21.04
MO,29,198512,-9.741,1.596,-4.073,63.965
MS,28,198512,-1.278,12.088,5.405,92.739
MT,30,198512,-12.688,-1.759,-7.224,13.437
NC,37,198512,-2.355,10.376,4.01,32.752
ND,38,198512,-19.669,-7.835,-13.752,9.451
NE,31,198512,-13.557,-1.077,-7.317,12.563
NH,33,198512,-12.401,-2.003,-7.202,52.253
NJ,34,198512,-5.068,4.278,-0.395,41.975
NM,35,198512,-6.616,9.987,1.686,5.647
NV,32,198512,-7.375,4.755,-1.31,18.145
NY,36,198512,-9.287,-1.57,-5.428,64.831
OH,39,198512,-8.671,0.208,-4.231,50.795
OK,40,198512,-5.262,7.626,1.182,29.639
OR,41,198512,-7.584,2.36,-2.612,56.427
PA,42,198512,-7.842,0.508,-3.667,54.183
RI,44,198512,-5.807,3.192,-1.308,31.189
SC,45,198512,-0.58,12.898,6.159,52.303
SD,46,198512,-16.518,-4.697,-10.608,14.903
TN,47,198512,-5.116,7.001,0.943,39.861
TX,48,198512,-1.07,14.08,6.505,24.166
UT,49,198512,-8.515,2.558,-2.978,21.671
VA,51,198512,-4.275,6.864,1.295,29.984
VT,50,198512,-13.24,-3.092,-8.166,60.283
WA,53,198512,-6.771,-0.236,-3.503,45.261
WI,55,198512,-19.447,-7.8,-13.623,40.861
WV,54,198512,-6.748,3.168,-1.79,52.327
WY,56,198512,-13.52,-2.131,-7.825,24.123
AL,1,198601,-1.451,13.25,5.9,58.009
AR,5,198601,-2.81,12.539,4.865,10.722
AZ,4,198601,0.055,16.764,8.41,4.943
CA,6,198601,3.303,14.837,9.07,97.856
CO,8,198601,-8.692,7.441,-0.626,9.562
CT,9,198601,-8.156,2.628,-2.764,127.598
DE,10,198601,-4.012,5.988,0.988,101.775
FL,12,198601,6.867,19.95,13.409,108.716
GA,13,198601,-0.051,13.502,6.726,59.978
IA,19,198601,-10.646,0.014,-5.316,5.779
ID,16,198601,-8.568,1.199,-3.684,69.728
IL,17,198601,-8.231,2.837,-2.697,5.647
IN,18,198601,-7.704,2.602,-2.551,17.794
KS,20,198601,-5.637,11.263,2.813,0.008
KY,21,198601,-6.264,6.92,0.328,26.72
LA,22,198601,2.425,16.118,9.271,47.52
MA,25,198601,-8.79,2.275,-3.257,129.02
MD,24,198601,-4.827,5.373,0.273,72.706
ME,23,198601,-15.262,-2.859,-9.06,139.607
MI,26,198601,-12.03,-2.218,-7.124,29.129
MN,27,198601,-16.134,-5.478,-10.806,15.049
MO,29,198601,-6.399,7.598,0.599,2.326
MS,28,198601,-1.241,14.175,6.467,32.657
MT,30,198601,-7.47,3.174,-2.148,27.881
NC,37,198601,-3.488,10.031,3.272,43.596
ND,38,198601,-13.234,-3.048,-8.141,10.213
NE,31,198601,-7.531,6.394,-0.569,1.178
NH,33,198601,-12.995,-1.02,-7.007,147.618
NJ,34,198601,-5.818,4.709,-0.554,105.609
NM,35,198601,-5.031,13.224,4.096,3.253
NV,32,198601,-3.375,9.041,2.833,14.474
NY,36,198601,-11.108,-0.778,-5.943,76.038
OH,39,198601,-7.657,1.83,-2.914,33.586
OK,40,198601,-2.891,13.609,5.359,0.753
OR,41,198601,-2.544,6.188,1.822,119.299
PA,42,198601,-8.36,1.389,-3.485,61.971
RI,44,198601,-6.471,4.039,-1.216,139.064
SC,45,198601,-1.871,12.448,5.288,42.562
SD,46,198601,-10.518,0.492,-5.013,9.937
TN,47,198601,-5.386,9.033,1.823,25.75
TX,48,198601,0.754,17.371,9.063,11.343
UT,49,198601,-7.013,5.968,-0.522,13.905
VA,51,198601,-5.082,6.96,0.939,45.823
VT,50,198601,-14.607,-2.472,-8.54,118.816
WA,53,198601,-2.765,4.147,0.691,193.684
WI,55,198601,-15.408,-4.03,-9.719,16.151
WV,54,198601,-7.458,4.04,-1.709,50.726
WY,56,198601,-9.917,2.316,-3.8,19.613
AL,1,198602,3.839,17.413,10.626,93.449
AR,5,198602,1.967,14.34,8.154,78.984
AZ,4,198602,1.128,15.512,8.32,35.872
CA,6,198602,3.411,14.079,8.745,250.197
CO,8,198602,-7.948,5.869,-1.04,44.921
CT,9,198602,-7.695,0.712,-3.492,89.152
DE,10,198602,-2.877,4.809,0.966,82.723
FL,12,198602,10.453,23.431,16.942,96.408
GA,13,198602,4.626,18.316,11.471,120.136
IA,19,198602,-11.284,-2.517,-6.9,31.102
ID,16,198602,-5.776,2.795,-1.491,147.652
IL,17,198602,-6.873,2.186,-2.343,66.816
IN,18,198602,-5.436,3.243,-1.097,79.384
KS,20,198602,-5.025,8.257,1.616,18.701
KY,21,198602,-0.676,9.171,4.248,114.058
LA,22,198602,7.411,19.248,13.33,68.675
MA,25,198602,-9.079,0.304,-4.388,80.934
MD,24,198602,-3.277,4.413,0.568,94.862
ME,23,198602,-16.262,-3.313,-9.787,35.882
MI,26,198602,-11.568,-2.395,-6.981,46.683
MN,27,198602,-16.897,-6.613,-11.755,16.866
MO,29,198602,-4.451,6.657,1.103,69.082
MS,28,198602,4.56,17.337,10.948,59.819
MT,30,198602,-12.256,-1.878,-7.067,48.566
NC,37,198602,1.16,12.776,6.968,49.806
ND,38,198602,-16.704,-7.167,-11.935,10.671
NE,31,198602,-9.08,2.979,-3.05,22.109
NH,33,198602,-13.917,-2.018,-7.968,58.917
NJ,34,198602,-5.5,2.727,-1.387,88.942
NM,35,198602,-3.036,12.431,4.698,25.893
NV,32,198602,-2.304,8.931,3.314,58.135
NY,36,198602,-10.948,-1.816,-6.382,68.228
OH,39,198602,-4.844,2.959,-0.943,78.153
OK,40,198602,-0.021,13.127,6.553,37.724
OR,41,198602,-1.411,6.697,2.643,203.315
PA,42,198602,-7.126,1.01,-3.058,94
RI,44,198602,-6.661,1.558,-2.552,81.592
SC,45,198602,3.861,17.375,10.618,57.979
SD,46,198602,-13.003,-3.458,-8.23,14.815
